input_str,input_list,title,key,label
"F7, Bb7, A%7, Abm7, G%7, C7, Fm7, Abm6, Bbsus, Bb7, Eb6, Fm7, Eb6, B7, E^7, C#m7, F#m7, B7, E^7, C#m7","['F^7', 'F^7', 'F^7', 'F^7', 'F^7', 'Am7', 'D7', 'Gm7', 'C7', 'Abm7', 'Db7', 'Abm7', 'Db7', 'Gm7', 'C7', 'F6', 'Gm7']",Keepin' Myself For You,E-,C#m
"Abm7, G%7, C7, Fm7, Abm6, Bbsus, Bb7, Eb6, Fm7, Eb6, B7, E^7, C#m7, F#m7, B7, E^7, C#m7, C#m, Bb7, Eb^7","['A%7', 'D7', 'Gm7', 'C7', 'B^7', 'C%7', 'F7', 'Bb^7', 'Bm7', 'E7', 'A^7', 'F#m7', 'Eb%7', 'Ab7', 'Db^7', 'C7', 'B7']",Keepin' Myself For You,E-,Cm7
"Fm7, Abm6, Bbsus, Bb7, Eb6, Fm7, Eb6, B7, E^7, C#m7, F#m7, B7, E^7, C#m7, C#m, Bb7, Eb^7, Cm7, Cm, A%7","['C^7', 'Db7', 'Db7', 'A7', 'C^7', 'Db7', 'Gm7', 'C7', 'Fsus', 'Fsus', 'Fsus', 'Fsus', 'C^7', 'Db7', 'Db7', 'C7', 'A7']",Keepin' Myself For You,E-,D7
"Bb7, Eb6, Fm7, Eb6, B7, E^7, C#m7, F#m7, B7, E^7, C#m7, C#m, Bb7, Eb^7, Cm7, Cm, A%7, D7, Gm7, Gb7","['Am7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'C7', 'F^7', 'B%7', 'E7', 'Am7', 'C7', 'F^7', 'Bb7', 'B%7', 'E7', 'Am7']",Keepin' Myself For You,E-,Fm7
"Eb6, B7, E^7, C#m7, F#m7, B7, E^7, C#m7, C#m, Bb7, Eb^7, Cm7, Cm, A%7, D7, Gm7, Gb7, Fm7, E7, Eb^7","['Bb6', 'Bb6', 'Bb6', 'Bb6', 'Eb7', 'Eb7', 'Bb7', 'Cm7', 'C#o7', 'Bb^', 'G7', 'Cm7', 'F7', 'Bb7', 'Eb7', 'Gb7', 'F7']",Keepin' Myself For You,E-,Eo7
"C#m7, F#m7, B7, E^7, C#m7, C#m, Bb7, Eb^7, Cm7, Cm, A%7, D7, Gm7, Gb7, Fm7, E7, Eb^7, Eo7, F7, Bb7","['E%7', 'A7', 'Dm', 'Dm', 'E%7', 'A7', 'Dm', 'Dm', 'Cm7', 'F7', 'Bb^7', 'Abm7', 'Db7', 'Gb^7', 'Gm7', 'C7', 'F^7']",Keepin' Myself For You,E-,A%7
"E^7, C#m7, C#m, Bb7, Eb^7, Cm7, Cm, A%7, D7, Gm7, Gb7, Fm7, E7, Eb^7, Eo7, F7, Bb7, A%7, Abm7, G%7","['C7', 'Dm7', 'G7', 'C7', 'Gm7', 'C7', 'F7', 'F7', 'C7', 'E%7', 'A7', 'D%7', 'G7', 'C7', 'F6', 'F#o7', 'C7', 'G7']",Keepin' Myself For You,E-,C7
"Bb7, Eb^7, Cm7, Cm, A%7, D7, Gm7, Gb7, Fm7, E7, Eb^7, Eo7, F7, Bb7, A%7, Abm7, G%7, C7, Fm7, Abm6","['F#sus', 'B7', 'Esus', 'Eb^7', 'F#sus', 'B7', 'Esus', 'Eb^7', 'D^7', 'D7', 'Gm7', 'Bm7', 'Ab^7', 'F#sus', 'B7', 'Em7', 'C^7', 'Em7']",Keepin' Myself For You,E-,Fm7
"Cm, A%7, D7, Gm7, Gb7, Fm7, E7, Eb^7, Eo7, F7, Bb7, A%7, Abm7, G%7, C7, Fm7, Abm6, Fm7, Bbsus, Eb6","['D7', 'G7', 'Cm6', 'Cm6', 'D7', 'G7', 'Cm6', 'Cm6', 'Bbm7', 'Bbm7', 'Eb7', 'Ab^7', 'Db7', 'Cm7', 'Fm7', 'D7', 'G7', 'Cm6']",Keepin' Myself For You,E-,C7
"C^, C^, Ab7, Ab7, C^, C^, A7, A7, D7, D7, G7, G7, C^7, Ebo7, Dm7, G7, C^, C^, Ab7, Ab7","['F7', 'E%7', 'A7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb7', 'Bbm7', 'Eb7', 'F7', 'Am7', 'D7', 'Gm7', 'C7', 'F7', 'D7', 'Gm7']",Bye Bye Blues,C,C^
"Ab7, C^, C^, A7, A7, D7, D7, G7, G7, C^7, Ebo7, Dm7, G7, C^, C^, Ab7, Ab7, C^, C^, A7","['Dm', 'E%7', 'A7', 'Dm', 'E%7', 'A7', 'Dm', 'Dm^7', 'Dm7', 'B%7', 'E7', 'A7', 'D7', 'G7', 'C7', 'F7', 'Bb^7', 'E%7']",Bye Bye Blues,C,A7
"A7, A7, D7, D7, G7, G7, C^7, Ebo7, Dm7, G7, C^, C^, Ab7, Ab7, C^, C^, A7, A7, D7, D7","['Fm7', 'Gm7', 'Ab^7', 'Gm7', 'Fm7', 'Fm7', 'Gm7', 'Ab^7', 'Gm7', 'Fm7', 'Eb^', 'Eb^', 'Db^', 'Eb^', 'Fm7', 'Eb^', 'Eb^', 'Db^', 'Eb^']",Bye Bye Blues,C,G7
"D7, G7, G7, C^7, Ebo7, Dm7, G7, C^, C^, Ab7, Ab7, C^, C^, A7, A7, D7, D7, G7, G7, C^","['D6', 'C7', 'Bm7', 'E7', 'Bm7', 'E7', 'Bm7', 'E7', 'Gm7', 'C7', 'D^7', 'C7', 'Em7', 'A7', 'D6', 'C7', 'Bm7', 'E7', 'A7']",Bye Bye Blues,C,Ab7
"F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7, Am7, D7, G7, C7, F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7","['F^7', 'E%7', 'A7', 'Dm7', 'G7', 'Cm7', 'F7', 'Bb7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Abm7', 'Db7', 'Gm7', 'C7', 'F7', 'D7', 'Gm7']",Don't Misunderstand,F,F6
"Eb^7, Dsus, D7, G7, C7, Am7, D7, G7, C7, F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7, F6, Bb7, F6","['Eb^', 'Eb^', 'Eb^', 'Eb^', 'Eb^', 'Fm7', 'Gm7', 'C7', 'F7', 'Bb7', 'Eb^', 'Eb^', 'Ab7', 'Co7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^']",Don't Misunderstand,F,A%7
"G7, C7, Am7, D7, G7, C7, F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7, F6, Bb7, F6, A%7, D7, Gm","['Ebm7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'E^7', 'Ebm7', 'A7', 'Ab7', 'F#m7', 'B7', 'Ebm7', 'A7', 'Ab7', 'F#m7', 'B7', 'Ebm7', 'E^7']",Don't Misunderstand,F,E%7
"D7, G7, C7, F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7, F6, Bb7, F6, A%7, D7, Gm, E%7, A7, Dm","['Fm7', 'Bbsus', 'Eb^7', 'Db7', 'C7', 'Fm7', 'Bbsus', 'Eb^7', 'A7', 'Ab^7', 'Gm7', 'Fm7', 'Cm7', 'Ab^7', 'Gm7', 'Db7', 'Cm7', 'Eb7', 'E7']",Don't Misunderstand,F,Dm
"F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7, F6, Bb7, F6, A%7, D7, Gm, E%7, A7, Dm, Dm, B%7, Bb7","['Ab^7', 'G%7', 'C7', 'Fm7', 'Em7', 'Ebm7', 'Ab7', 'Db^7', 'Dbm7', 'Gb7', 'Cm7', 'F7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Cm7', 'F7', 'Bbm7']",Don't Misunderstand,F,Am7
"Eb^7, Dsus, D7, G7, C7, F6, Bb7, F6, A%7, D7, Gm, E%7, A7, Dm, Dm, B%7, Bb7, Am7, Abo7, Gm7","['Dm7', 'A7', 'Dm7', 'D7', 'Gm7', 'D7', 'Gm7', 'Gm7', 'Em7', 'A7', 'Fm7', 'Bb7', 'Eb^7', 'Em7', 'A7', 'Dm7', 'E%7', 'A7', 'Dm7']",Don't Misunderstand,F,C7
"G7, C7, F6, Bb7, F6, A%7, D7, Gm, E%7, A7, Dm, Dm, B%7, Bb7, Am7, Abo7, Gm7, C7, F^7, Esus","['C^7', 'C^7', 'Fm7', 'Bb7', 'C^7', 'C^7', 'Bm7', 'E7', 'Bbm7', 'Eb7', 'Ab^7', 'Ab^7', 'Am7', 'D7', 'Dm7', 'G7', 'C^7', 'Eb^7', 'Ab^7']",Don't Misunderstand,F,E7
"Bb7, F6, A%7, D7, Gm, E%7, A7, Dm, Dm, B%7, Bb7, Am7, Abo7, Gm7, C7, F^7, Esus, E7, Eb^7, Dsus","['Eb^7', 'D7', 'Gm7', 'Gm7', 'Gb^7', 'F7', 'D7', 'Gm7', 'Gm7', 'Cm7', 'Absus', 'Bb^', 'F^', 'Ab7', 'G7', 'Cm^7', 'Gb^7', 'B^7', 'Bb^']",Don't Misunderstand,F,D7
"D7, Gm, E%7, A7, Dm, Dm, B%7, Bb7, Am7, Abo7, Gm7, C7, F^7, Esus, E7, Eb^7, Dsus, D7, G7, C7","['C#m7', 'F#7', 'D#m7', 'Do7', 'C#%7', 'F#sus', 'F#7', 'A#m7', 'D#7', 'E^7', 'Fo7', 'B^7', 'G#m7', 'Fm7', 'Bb7', 'D#^7', 'G#7', 'C#m7', 'Csus']",Don't Misunderstand,F,F6
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7","['Em7', 'Em7', 'Ebm7', 'Ebm7', 'B^7', 'Bbm7', 'Dsus', 'D7', 'Gm7', 'A7', 'Dm7', 'Fsus', 'Abm7', 'Bb7', 'Ebm7', 'Gbsus', 'Abm7', 'Bb7', 'Ebm7']","Night In Tunisia, A",d,Gm7
"Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7","['Dm', 'E%7', 'A7', 'Dm', 'Dm', 'D7', 'Gm7', 'Csus', 'C7', 'F^7', 'F^7', 'E%7', 'A7', 'Dm', 'Dm', 'B7', 'Bb7', 'E%7', 'A7']","Night In Tunisia, A",d,C7
"E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7","['Csus', 'Csus', 'Csus', 'Csus', 'Ebsus', 'Ebsus', 'Ebsus', 'Ebsus', 'Absus', 'Absus', 'Absus', 'Absus', 'G%7', 'C7', 'F%7', 'Bb7', 'Eb^7', 'Eb^7', 'D%7']","Night In Tunisia, A",d,A7
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm","['F6', 'F6', 'Bb7', 'Bo7', 'C7', 'F6', 'F6', 'G7', 'C7', 'F6', 'F7', 'Bb6', 'A7', 'Bb^7', 'Bo7', 'C7', 'D7', 'Gm7', 'C7']","Night In Tunisia, A",d,Eb7
"Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7","['Am', 'Am', 'Am', 'Am', 'Cm', 'Cm', 'Cm', 'Cm7', 'F7', 'Bb^7', 'Bbm7', 'Eb7', 'Ab^7', 'Abm7', 'Db7', 'Gb^7', 'Gm7', 'C7', 'F^7']","Night In Tunisia, A",d,Dm
"E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7","['Ebm6', 'Ebm6', 'Am', 'Dbm6', 'Dbm6', 'Am', 'D^7', 'D^7', 'Gm^7', 'Gm^7', 'Gm6', 'Eb^7', 'Bm^7', 'Ebm6', 'Ebm6', 'Dbsus', 'Esus', 'B7', 'Gb7', 'F#m^7']","Night In Tunisia, A",d,Dm
"A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm","['F^7', 'Eb^7', 'D^7', 'Db^7', 'C7', 'Fm7', 'F^7', 'Eb^7', 'D^7', 'Db^7', 'C7', 'Fm7', 'Em7', 'F^7', 'Am7', 'E%7', 'G%7', 'D%7', 'F%7', 'Bb%7']","Night In Tunisia, A",d,Eb7
"Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7","['F^', 'F^7', 'F^', 'Abo7', 'Gm7', 'D7', 'Gm', 'Gm7', 'C7', 'F^', 'F7', 'Eb7', 'D7', 'Gm7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Gm7', 'C7']","Night In Tunisia, A",d,Dm
"F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7","['Bb^7', 'Bb^7', 'Em7', 'A7', 'Em7', 'A7', 'Ab^7', 'Ab^7', 'Dm7', 'G7', 'Dm7', 'G7', 'Gb^7', 'Gb^7', 'Cm7', 'F7', 'Cm7', 'F7', 'Dm7', 'G7']","Night In Tunisia, A",d,Dm
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm","['Gb^7', 'Fm7', 'Gb^7', 'Fm7', 'Ebm7', 'Db^7', 'Ebm7', 'C7', 'Fm7', 'F#m7', 'B7', 'E^7', 'Fm7', 'Bb7', 'Eb^7', 'Db7', 'C7', 'C7', 'C7', 'Fm7']","Night In Tunisia, A",d,Eb7
"Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7","['Cm7', 'D7', 'G7', 'Cm7', 'Cm7', 'D7', 'G7', 'Cm7', 'C7', 'Fm7', 'D7', 'Gm7', 'Abo7', 'D7', 'Bbsus', 'Bbsus', 'Bbsus', 'Bbsus', 'Eb6', 'Eb6']","Night In Tunisia, A",d,Dm
"E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7","['F^7', 'Eb^7', 'Dm7', 'Bb7', 'B7', 'E7', 'Fm7', 'Gb^7', 'Fm7', 'Gb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Cm7', 'Dm7', 'G7', 'Cm7', 'Dm7', 'Em7', 'Em7']","Night In Tunisia, A",d,Dm
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7","['F7', 'Eb7', 'F7', 'Eb7', 'F7', 'Eb7', 'F7', 'Eb7', 'Abm7', 'Db7', 'Abm7', 'Db7', 'F7', 'Eb7', 'F7', 'Eb7', 'Dm7', 'G7', 'Cm7', 'F7']","Night In Tunisia, A",d,Gm7
"Dm, Eb7, Dm, E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7","['Db^7', 'Eb^', 'F^', 'Dm7', 'A^7', 'Bb^7', 'B^7', 'B^7', 'Gsus', 'G7', 'Fsus', 'Db^7', 'Gb^7', 'Gsus', 'G7', 'Eb^7', 'Db^7', 'Gb^7', 'Gb^7', 'Dbsus']","Night In Tunisia, A",d,C7
"E%7, A7, Dm, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7","['Am7', 'Am7', 'E7', 'Am7', 'Am7', 'A7', 'Dm7', 'F7', 'B7', 'E7', 'Am7', 'Am7', 'E7', 'Am7', 'D7', 'G7', 'C^7', 'Am7', 'B%7', 'E7']","Night In Tunisia, A",d,A7
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm","['Dm', 'Dm^7', 'Dm7', 'G7', 'Dm', 'Dm^7', 'Dm7', 'G7', 'Dm', 'Dm', 'Bb^7', 'Am7', 'Dm', 'Dm', 'Dm7', 'G7', 'Dm7', 'G7', 'Bb^7', 'Am7']","Night In Tunisia, A",d,Eb7
"Dm, Eb7, Dm, E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7","['Dm7', 'B%7', 'Bb7', 'A7', 'Dm7', 'B%7', 'Bb7', 'A7', 'Gm7', 'Gm7', 'A7', 'Dm7', 'B%7', 'Bb7', 'A7', 'Bb7', 'A7', 'Bb7', 'A7', 'Dm7']","Night In Tunisia, A",d,Dm
"E%7, A7, Dm, A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7","['Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Gb7', 'Gb7', 'Gb7', 'Gb7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Abm7', 'Db7', 'Bbm7', 'Eb7']","Night In Tunisia, A",d,Dm
"A%7, D7, Gm7, Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, E%7, E%7","['Ab7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Gb7', 'Gb7', 'Gb7', 'Gb7', 'Ab7', 'Ab7', 'Ab7', 'Ab7', 'Abm7', 'Db7', 'Bbm7', 'Eb7', 'Ab7', 'Ab7', 'Ab7']","Night In Tunisia, A",d,Eb7
"Gm7, G%7, C7, F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, E%7, E%7, Eb7, Eb7, Dm7","['G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'C7', 'C7', 'G7', 'G7', 'G7', 'G7', 'D7', 'D7', 'Eb7', 'D7']","Night In Tunisia, A",d,Dm7
"F^7, E%7, A7, Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, E%7, E%7, Eb7, Eb7, Dm7, Dm7, G7, G7","['G7', 'G7', 'G7', 'G7', 'G7', 'C7', 'C7', 'C7', 'C7', 'G7', 'G7', 'G7', 'G7', 'D7', 'D7', 'Eb7', 'D7', 'G7', 'G7', 'G7']","Night In Tunisia, A",d,Gm^7
"Eb7, Dm, Eb7, Dm, Eb7, Dm, E%7, A7, Dm, E%7, E%7, Eb7, Eb7, Dm7, Dm7, G7, G7, Gm^7, Gm7, Gb7","['Bb^7', 'Bb^7', 'A%7', 'D7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'C#m7', 'F#7', 'B^7', 'B^7', 'Cm7', 'F7']","Night In Tunisia, A",d,Gb7
"Dm, Eb7, Dm, E%7, A7, Dm, E%7, E%7, Eb7, Eb7, Dm7, Dm7, G7, G7, Gm^7, Gm7, Gb7, Gb7, F^7, F^7","['D7', 'Gm7', 'C7', 'Fm7', 'Bb7', 'Eb^7', 'Eb^7', 'Ebm7', 'Ab7', 'Db^7', 'Db^7', 'C#m7', 'F#7', 'B^7', 'B^7', 'Cm7', 'F7', 'Dm7', 'G7', 'Cm7']","Night In Tunisia, A",d,E%7
"G^7, G^7, Bb^7, Bb^7, D^, D^, Bb^7, Bb^7, G^7, G^7, Bb^7, Bb^7, D^, D^, G^, D^, G^, G^, F^, F^","['B^7', 'Em7', 'A7', 'D^7', 'Bbm7', 'Eb7', 'Ab^7', 'Gm7', 'C7', 'F^7', 'C#m7', 'F#7', 'B^7', 'Em7', 'A7', 'D^7', 'C#m7', 'F#7', 'B^7', 'B6']",Bright Size Life,D,A7
"Bb^7, D^, D^, Bb^7, Bb^7, G^7, G^7, Bb^7, Bb^7, D^, D^, G^, D^, G^, G^, F^, F^, A7, A7, D^","['D^7', 'Bbm7', 'Eb7', 'Ab^7', 'Gm7', 'C7', 'F^7', 'C#m7', 'F#7', 'B^7', 'Em7', 'A7', 'D^7', 'C#m7', 'F#7', 'B^7', 'B6', 'B^7', 'B6', 'C#m7']",Bright Size Life,D,D^
"Bb^7, Bb^7, G^7, G^7, Bb^7, Bb^7, D^, D^, G^, D^, G^, G^, F^, F^, A7, A7, D^, D^, G^7, G^7","['Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'D7', 'D7', 'Db7', 'Db7']",Bright Size Life,D,Bb^7
"G^7, Bb^7, Bb^7, D^, D^, G^, D^, G^, G^, F^, F^, A7, A7, D^, D^, G^7, G^7, Bb^7, Bb^7, D^","['Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'D7', 'D7', 'Db7', 'Db7', 'Cm7', 'Cm7', 'Cm7']",Bright Size Life,D,D^
"Ab7, Ab7, Ab7, Ab7, Db7, Db7, Ab7, Ab7, Bbm7, Eb7, Ab7","['Bb^7', 'E7', 'A7', 'Dm', 'E7', 'E7', 'Am7', 'F^7', 'Bb^7', 'E7', 'A7', 'Ab7', 'C^', 'E7', 'Am7', 'B7', 'Em7', 'Dm7', 'Cm7', 'Bb^7']",Blues In The Closet,A-,Ab7
"Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7","['Dm', 'E7', 'E7', 'Am7', 'F^7', 'Bb^7', 'E7', 'A7', 'Ab7', 'C^', 'E7', 'Am7', 'B7', 'Em7', 'Dm7', 'Cm7', 'Bb^7', 'E7', 'E7', 'A^7']",Everything I've Got Belongs To You,E-,Ebm7
"Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7","['Gm7', 'Gm7', 'Gm7', 'Gm7', 'Cm7', 'F7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Ebm7', 'Ab7', 'Gm7', 'Gm7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Eb7']",Everything I've Got Belongs To You,E-,Ebm7
"Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7","['Gm7', 'Cm7', 'F7', 'Bbm7', 'Eb7', 'Am7', 'D7', 'Ebm7', 'Ab7', 'Gm7', 'Gm7', 'Gm7', 'Cm7', 'F7', 'Bb^7', 'Gm7', 'Eb7', 'D7', 'Gm7', 'A%7']",Everything I've Got Belongs To You,E-,Bb^7
"F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7","['Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Ab7', 'Ab7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7']",Everything I've Got Belongs To You,E-,Bb7
"Eb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7","['Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Ab7', 'Ab7', 'Bb7', 'Bb7', 'Bb7', 'Bb7', 'Eb7', 'Eb7', 'Bb7', 'Bb7', 'F7', 'Eb7', 'Bb7']",Everything I've Got Belongs To You,E-,B^
"Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, B^, F#7, B^","['F#%7', 'F#%7', 'F#%7', 'F#%7', 'F^7', 'F^7', 'F^7', 'F^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Db^7', 'Db^7', 'Db^7', 'Db^7', 'E^7', 'Db^7', 'D^7', 'B^7']",Everything I've Got Belongs To You,E-,F#7
"Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, B^, F#7, B^, F#7, B^, Eb^","['F#%7', 'F^7', 'F^7', 'F^7', 'F^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Eb^7', 'Db^7', 'Db^7', 'Db^7', 'Db^7', 'E^7', 'Db^7', 'D^7', 'B^7', 'C^7', 'A^7', 'Bb7']",Everything I've Got Belongs To You,E-,D7
"Ebm7, Ebm7, Ebm7, F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, B^, F#7, B^, F#7, B^, Eb^, D7, Gm7, Bb7","['B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'B7', 'Bb7', 'Bb7', 'A7', 'A7', 'Ab^7', 'Ab^7', 'Em7', 'Em7', 'F^7', 'F^7', 'Bm7', 'Bm7']",Everything I've Got Belongs To You,E-,Eb^7
"F7, F7, Bb^7, Bb7, Eb^7, Bb7, Eb^7, Eb^7, B^, F#7, B^, F#7, B^, Eb^, D7, Gm7, Bb7, Eb^7, Eb^7, Eb^7","['B7', 'B7', 'B7', 'B7', 'B7', 'Bb7', 'Bb7', 'A7', 'A7', 'Ab^7', 'Ab^7', 'Em7', 'Em7', 'F^7', 'F^7', 'Bm7', 'Bm7', 'F^7', 'F^7', 'Bm7']",Everything I've Got Belongs To You,E-,Eb^7
"Bb7, Eb^7, Bb7, Eb^7, Eb^7, B^, F#7, B^, F#7, B^, Eb^, D7, Gm7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7","['F^7', 'F^7', 'G7', 'C7', 'F^7', 'F^7', 'F7', 'Bb7', 'C^7', 'D7', 'G7', 'F^7', 'F^7', 'F7', 'Gb7', 'F^7', 'F^7', 'F#m7', 'Fm7', 'C^7']",Everything I've Got Belongs To You,E-,Ebm7
"Eb^7, Eb^7, B^, F#7, B^, F#7, B^, Eb^, D7, Gm7, Bb7, Eb^7, Eb^7, Eb^7, Eb^7, Ebm7, Ebm7, Ebm7, Ebm7, F7","['C7', 'F^7', 'F^7', 'F7', 'Bb7', 'C^7', 'D7', 'G7', 'F^7', 'F^7', 'F7', 'Gb7', 'F^7', 'F^7', 'F#m7', 'Fm7', 'C^7', 'D7', 'D7', 'G7']",Everything I've Got Belongs To You,E-,F7
